datetime,underlying_price,date,option_symbol,option_type,strike,expiry,bid,ask,mid,T,sigma,bs_price,signal,exec_price
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721C00634000,call,634.0,2025-07-21,0.02,0.03,0.025,0.053710045662100456,0.05065926853357966,0.25821894927867106,1,0.03
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721C00635000,call,635.0,2025-07-21,0.01,0.02,0.015,0.053710045662100456,0.05002928342135497,0.2077452647582163,1,0.02
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721C00636000,call,636.0,2025-07-21,0.01,0.02,0.015,0.053710045662100456,0.05243252200007057,0.16608764375034113,1,0.02
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721C00637000,call,637.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.048927822753275965,0.13194434110578257,1,0.01
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721C00638000,call,638.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.051090369472649715,0.10415425940265877,1,0.01
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721C00639000,call,639.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.05324143761403301,0.08169267137902736,1,0.01
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721C00640000,call,640.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.05538151532388549,0.06366449059459711,1,0.01
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721C00641000,call,641.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.05751104650244351,0.04929571014648815,1,0.01
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721C00642000,call,642.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.059630436574407426,0.037923591314550364,1,0.01
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721C00643000,call,643.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.061740057290648444,0.028986126392514855,1,0.01
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721C00644000,call,644.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.06384025075643739,0.022011229330519022,1,0.01
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721C00645000,call,645.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.06593133283637431,0.016606030353174095,1,0.01
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721C00646000,call,646.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.06800095329976148,0.012446571806331796,1,0.01
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721C00647000,call,647.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,0.009268126509152985,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721C00648000,call,648.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,0.006856290143477217,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721C00649000,call,649.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,0.005038937929991771,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721C00650000,call,650.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,0.003679084266087651,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721C00655000,call,655.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,0.0006918247967989399,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721C00660000,call,660.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,0.00011044360596107472,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721C00665000,call,665.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,1.498287619228298e-05,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721C00670000,call,670.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,1.729872858550422e-06,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721C00680000,call,680.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,1.4327168681047835e-08,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721C00685000,call,685.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,1.032440307970817e-09,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721C00690000,call,690.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,6.388916478695857e-11,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721C00695000,call,695.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,3.4039292492082145e-12,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721C00700000,call,700.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,1.5656115386212218e-13,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00400000,put,400.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,1.039928609572713e-140,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00405000,put,405.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,6.730050748111457e-133,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00410000,put,410.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,2.0974074542040894e-125,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00415000,put,415.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,3.2240531976157512e-118,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00445000,put,445.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,5.170504745469756e-81,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00455000,put,455.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,1.1673875333994316e-70,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00460000,put,460.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,7.850139917853409e-66,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00465000,put,465.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,3.15574171845979e-61,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00470000,put,470.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,7.701467956661921e-57,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00475000,put,475.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,1.158073417923096e-52,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00485000,put,485.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,6.482723476988422e-45,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00490000,put,490.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,2.479653432179056e-41,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00495000,put,495.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,6.170020989413419e-38,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00500000,put,500.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,1.011215489725699e-34,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00505000,put,505.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,1.1048038981194392e-31,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00510000,put,510.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,8.140818863147817e-29,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00515000,put,515.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,4.091604136877561e-26,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00520000,put,520.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,1.4181347063289045e-23,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00525000,put,525.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,3.4257883001942555e-21,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00530000,put,530.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,5.828000163523868e-19,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00535000,put,535.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,7.05308477544197e-17,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00540000,put,540.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,6.13230831264838e-15,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00545000,put,545.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,3.867704497243419e-13,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00550000,put,550.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,1.7864722425492197e-11,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00555000,put,555.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,6.100013764846322e-10,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00560000,put,560.0,2025-07-21,0.0,0.01,0.005,0.053710045662100456,0.07424144800612026,1.55419439725627e-08,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00565000,put,565.0,2025-07-21,0.01,0.02,0.015,0.053710045662100456,0.13631793912863877,2.9823970773284623e-07,-1,0.01
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00570000,put,570.0,2025-07-21,0.01,0.02,0.015,0.053710045662100456,0.12387820820647227,4.3509785708319756e-06,-1,0.01
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00575000,put,575.0,2025-07-21,0.01,0.02,0.015,0.053710045662100456,0.11144416999609857,4.872108898579079e-05,-1,0.01
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00580000,put,580.0,2025-07-21,0.01,0.02,0.015,0.053710045662100456,0.09900006771164406,0.0004228892473669976,-1,0.01
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00585000,put,585.0,2025-07-21,0.01,0.02,0.015,0.053710045662100456,0.08652578347639824,0.0028746002426037753,-1,0.01
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00590000,put,590.0,2025-07-21,0.01,0.02,0.015,0.053710045662100456,0.07424144800612026,0.01547055594425073,0,
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00591000,put,591.0,2025-07-21,0.01,0.02,0.015,0.053710045662100456,0.07147835556367771,0.021084492233141905,1,0.02
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00592000,put,592.0,2025-07-21,0.01,0.02,0.015,0.053710045662100456,0.06895810039187593,0.028484567549119433,1,0.02
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00593000,put,593.0,2025-07-21,0.01,0.02,0.015,0.053710045662100456,0.06643333620960136,0.038149541514918006,1,0.02
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00594000,put,594.0,2025-07-21,0.01,0.02,0.015,0.053710045662100456,0.0639036206395657,0.050657887015832515,1,0.02
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00595000,put,595.0,2025-07-21,0.01,0.02,0.015,0.053710045662100456,0.061368468613956006,0.06670043466630915,1,0.02
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00596000,put,596.0,2025-07-21,0.02,0.03,0.025,0.053710045662100456,0.06245960402325837,0.08709252480940144,1,0.03
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00597000,put,597.0,2025-07-21,0.02,0.03,0.025,0.053710045662100456,0.059785348664299756,0.11278505020429463,1,0.03
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00598000,put,598.0,2025-07-21,0.02,0.03,0.025,0.053710045662100456,0.05710265307766461,0.1448736936695525,1,0.03
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00599000,put,599.0,2025-07-21,0.02,0.03,0.025,0.053710045662100456,0.05441067909600319,0.1846056120834838,1,0.03
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00600000,put,600.0,2025-07-21,0.02,0.03,0.025,0.053710045662100456,0.05170848330597273,0.23338280032062642,1,0.03
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00601000,put,601.0,2025-07-21,0.02,0.03,0.025,0.053710045662100456,0.048994996362114324,0.2927613938585978,1,0.03
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00602000,put,602.0,2025-07-21,0.02,0.03,0.025,0.053710045662100456,0.04626899665680132,0.3644462428532975,1,0.03
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00603000,put,603.0,2025-07-21,0.02,0.03,0.025,0.053710045662100456,0.04352907631916513,0.45028021650892924,1,0.03
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00604000,put,604.0,2025-07-21,0.02,0.03,0.025,0.053710045662100456,0.04077359658599657,0.552227873989807,1,0.03
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00605000,put,605.0,2025-07-21,0.02,0.03,0.025,0.053710045662100456,0.03800062812322053,0.6723533622602531,1,0.03
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00606000,put,606.0,2025-07-21,0.02,0.03,0.025,0.053710045662100456,0.0352078694981005,0.812792663139831,1,0.03
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00607000,put,607.0,2025-07-21,0.03,0.04,0.035,0.053710045662100456,0.03402531823609038,0.9757205985148687,1,0.04
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00608000,put,608.0,2025-07-21,0.03,0.04,0.035,0.053710045662100456,0.031074185919000658,1.1633132976458,1,0.04
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00609000,put,609.0,2025-07-21,0.03,0.04,0.035,0.053710045662100456,0.028089712939203537,1.3777071150767881,1,0.04
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00610000,put,610.0,2025-07-21,0.03,0.04,0.035,0.053710045662100456,0.02506568673520506,1.6209552420067155,1,0.04
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00611000,put,611.0,2025-07-21,0.04,0.05,0.045,0.053710045662100456,0.022976467193302243,1.894983458938981,1,0.05
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00612000,put,612.0,2025-07-21,0.04,0.05,0.045,0.053710045662100456,0.01974269057899207,2.201546616036893,1,0.05
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00613000,put,613.0,2025-07-21,0.04,0.05,0.045,0.053710045662100456,0.016426435604277537,2.5421874867317626,1,0.05
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00614000,put,614.0,2025-07-21,0.05,0.06,0.055,0.053710045662100456,0.013577777343991584,2.9181996117316373,1,0.06
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00615000,put,615.0,2025-07-21,0.06,0.07,0.065,0.053710045662100456,0.010299388793087992,3.3305956326513524,1,0.07
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00616000,put,616.0,2025-07-21,0.07,0.08,0.07500000000000001,0.053710045662100456,0.006444083568897211,3.780082411426406,1,0.08
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00617000,put,617.0,2025-07-21,0.08,0.09,0.08499999999999999,0.053710045662100456,0.0007365904621514668,4.267043954139467,1,0.09
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00618000,put,618.0,2025-07-21,0.1,0.11,0.10500000000000001,0.053710045662100456,,4.791532822038732,1,0.11
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00619000,put,619.0,2025-07-21,0.13,0.14,0.135,0.053710045662100456,,5.353270338806169,1,0.14
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00620000,put,620.0,2025-07-21,0.17,0.18,0.175,0.053710045662100456,,5.951655514658853,1,0.18
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00621000,put,621.0,2025-07-21,0.21,0.22,0.215,0.053710045662100456,0.48572767072663225,6.585782228575567,1,0.22
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00622000,put,622.0,2025-07-21,0.27,0.28,0.275,0.053710045662100456,,7.254463862713578,1,0.28
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00623000,put,623.0,2025-07-21,0.35,0.36,0.355,0.053710045662100456,,7.9562642879892,1,0.36
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00624000,put,624.0,2025-07-21,0.46,0.47,0.46499999999999997,0.053710045662100456,,8.689533872628374,1,0.47
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00625000,put,625.0,2025-07-21,0.62,0.63,0.625,0.053710045662100456,,9.452449036740575,1,0.63
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00626000,put,626.0,2025-07-21,0.83,0.84,0.835,0.053710045662100456,,10.24305381026403,1,0.84
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00627000,put,627.0,2025-07-21,1.14,1.15,1.145,0.053710045662100456,,11.059301867760894,1,1.15
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00628000,put,628.0,2025-07-21,1.56,1.57,1.565,0.053710045662100456,,11.8990976048849,1,1.57
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00629000,put,629.0,2025-07-21,2.1,2.14,2.12,0.053710045662100456,,12.760334976817603,1,2.14
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00630000,put,630.0,2025-07-21,2.78,2.84,2.8099999999999996,0.053710045662100456,,13.640933024139713,1,2.84
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00631000,put,631.0,2025-07-21,3.59,3.65,3.62,0.053710045662100456,,14.538867250153771,1,3.65
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00632000,put,632.0,2025-07-21,4.45,4.58,4.515000000000001,0.053710045662100456,,15.452196268629564,1,4.58
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00633000,put,633.0,2025-07-21,5.39,5.53,5.46,0.053710045662100456,,16.379083396190367,1,5.53
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00634000,put,634.0,2025-07-21,6.39,6.53,6.46,0.053710045662100456,1.0647006186418089,17.31781310465101,1,6.53
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00635000,put,635.0,2025-07-21,7.0,8.52,7.76,0.053710045662100456,,18.26680246388662,1,8.52
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00636000,put,636.0,2025-07-21,7.4,9.52,8.46,0.053710045662100456,,19.224607886634658,1,9.52
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00638000,put,638.0,2025-07-21,9.4,11.52,10.46,0.053710045662100456,,21.161600589798923,1,11.52
2025-07-01 09:30:00,616.5999755859375,2025-07-19,SPY250721P00640000,put,640.0,2025-07-21,11.4,13.52,12.46,0.053710045662100456,,23.120036908502925,1,13.52
2025-07-01 09:31:00,616.77001953125,2025-07-19,SPY250721C00570000,call,570.0,2025-07-21,56.55,58.66,57.605,0.05370814307458143,0.5109488272915249,47.07607776662087,-1,56.55
2025-07-01 09:31:00,616.77001953125,2025-07-19,SPY250721C00575000,call,575.0,2025-07-21,51.55,53.66,52.605,0.05370814307458143,0.47979257777576767,42.078803742507375,-1,51.55
2025-07-01 09:31:00,616.77001953125,2025-07-19,SPY250721C00580000,call,580.0,2025-07-21,46.56,48.67,47.615,0.05370814307458143,0.44848333313094524,37.08183929286099,-1,46.56
2025-07-01 09:31:00,616.77001953125,2025-07-19,SPY250721C00585000,call,585.0,2025-07-21,41.56,43.67,42.615,0.05370814307458143,0.41648555604550874,32.086840279554735,-1,41.56
2025-07-01 09:31:00,616.77001953125,2025-07-19,SPY250721C00590000,call,590.0,2025-07-21,36.56,38.67,37.615,0.05370814307458143,0.3838974342080573,27.101512614477542,-1,36.56
